item,value,score_current,score_v2
bp_sys,136.3333,100.0,100.0
bp_sys,136.5667,100.0,100.0
bp_sys,136.8,100.0,100.0
bp_sys,137.0333,100.0,100.0
bp_sys,137.2667,100.0,100.0
bp_sys,137.5,100.0,100.0
bp_sys,137.7333,100.0,100.0
bp_sys,137.9667,100.0,100.0
bp_sys,138.2,100.0,100.0
bp_sys,138.4333,100.0,100.0
bp_sys,138.6667,100.0,100.0
bp_sys,138.9,100.0,100.0
bp_sys,139.1333,100.0,100.0
bp_sys,139.3667,100.0,100.0
bp_sys,139.6,100.0,100.0
bp_sys,139.8333,100.0,100.0
bp_sys,140.0667,43.3726,99.9364
bp_sys,140.3,23.1475,99.7076
bp_sys,140.5333,10.5899,99.469
bp_sys,140.7667,4.4503,99.2202
bp_sys,141.0,1.7986,98.9609
bp_sys,141.2333,0.7151,98.6906
bp_sys,141.4667,0.2824,98.409
bp_sys,141.7,0.1113,98.1157
bp_sys,141.9333,0.0438,97.8102
bp_sys,142.1667,0.0172,97.4922
bp_sys,142.4,0.0068,97.1612
bp_sys,142.6333,0.0027,96.8167
bp_sys,142.8667,0.001,96.4585
bp_sys,143.1,0.0004,96.0859
bp_sys,143.3333,0.0002,95.6986
bp_sys,143.5667,0.0001,95.2962
bp_sys,143.8,0.0,94.8781
bp_sys,144.0333,0.0,94.444
bp_sys,144.2667,0.0,93.9934
bp_sys,144.5,0.0,93.5259
bp_sys,144.7333,0.0,93.0409
bp_sys,144.9667,0.0,92.5382
bp_sys,145.2,0.0,92.0173
bp_sys,145.4333,0.0,91.4777
bp_sys,145.6667,0.0,90.9191
bp_sys,145.9,0.0,90.3411
bp_sys,146.1333,0.0,89.7433
bp_sys,146.3667,0.0,89.1254
bp_sys,146.6,0.0,88.487
bp_sys,146.8333,0.0,87.8279
bp_sys,147.0667,0.0,87.1477
bp_sys,147.3,0.0,86.4463
bp_sys,147.5333,0.0,85.7233
bp_sys,147.7667,0.0,84.9787
bp_sys,148.0,0.0,84.2122
bp_sys,148.2333,0.0,83.4239
bp_sys,148.4667,0.0,82.6135
bp_sys,148.7,0.0,81.7812
bp_sys,148.9333,0.0,80.9268
bp_sys,149.1667,0.0,80.0507
bp_sys,149.4,0.0,79.1528
bp_sys,149.6333,0.0,78.2333
bp_sys,149.8667,0.0,77.2926
bp_sys,150.1,0.0,76.3309
bp_sys,150.3333,0.0,75.3486
bp_sys,150.5667,0.0,74.3461
bp_sys,150.8,0.0,73.324
bp_sys,151.0333,0.0,72.2827
bp_sys,151.2667,0.0,71.223
bp_sys,151.5,0.0,70.1455
bp_sys,151.7333,0.0,69.0509
bp_sys,151.9667,0.0,67.9401
bp_sys,152.2,0.0,66.814
bp_sys,152.4333,0.0,65.6734
bp_sys,152.6667,0.0,64.5193
bp_sys,152.9,0.0,63.3529
bp_sys,153.1333,0.0,62.1751
bp_sys,153.3667,0.0,60.9872
bp_sys,153.6,0.0,59.7902
bp_sys,153.8333,0.0,58.5855
bp_sys,154.0667,0.0,57.3742
bp_sys,154.3,0.0,56.1576
bp_sys,154.5333,0.0,54.9371
bp_sys,154.7667,0.0,53.7139
bp_sys,155.0,0.0,52.4894
bp_sys,155.2333,0.0,51.2648
bp_sys,155.4667,0.0,50.0416
bp_sys,155.7,0.0,48.8211
bp_sys,155.9333,0.0,47.6045
bp_sys,156.1667,0.0,46.3932
bp_sys,156.4,0.0,45.1885
bp_sys,156.6333,0.0,43.9915
bp_sys,156.8667,0.0,42.8036
bp_sys,157.1,0.0,41.6258
bp_sys,157.3333,0.0,40.4594
bp_sys,157.5667,0.0,39.3053
bp_sys,157.8,0.0,38.1647
bp_sys,158.0333,0.0,37.0386
bp_sys,158.2667,0.0,35.9278
bp_sys,158.5,0.0,34.8332
bp_sys,158.7333,0.0,33.7557
bp_sys,158.9667,0.0,32.696
bp_sys,159.2,0.0,31.6547
bp_sys,159.4333,0.0,30.6326
bp_sys,159.6667,0.0,29.6301
bp_sys,159.9,0.0,28.6478
bp_sys,160.1333,0.0,27.6861
bp_sys,160.3667,0.0,26.7454
bp_sys,160.6,0.0,25.8259
bp_sys,160.8333,0.0,24.928
bp_sys,161.0667,0.0,24.0519
bp_sys,161.3,0.0,23.1976
bp_sys,161.5333,0.0,22.3652
bp_sys,161.7667,0.0,21.5549
bp_sys,162.0,0.0,20.7665
bp_sys,162.2333,0.0,20.0
bp_sys,162.4667,0.0,19.2554
bp_sys,162.7,0.0,18.5324
bp_sys,162.9333,0.0,17.831
bp_sys,163.1667,0.0,17.1508
bp_sys,163.4,0.0,16.4917
bp_sys,163.6333,0.0,15.8533
bp_sys,163.8667,0.0,15.2354
bp_sys,164.1,0.0,14.6376
bp_sys,164.3333,0.0,14.0596
bp_sys,164.5667,0.0,13.501
bp_sys,164.8,0.0,12.9614
bp_sys,165.0333,0.0,12.4405
bp_sys,165.2667,0.0,11.9378
bp_sys,165.5,0.0,11.4528
bp_sys,165.7333,0.0,10.9853
bp_sys,165.9667,0.0,10.5347
bp_sys,166.2,0.0,10.1006
bp_sys,166.4333,0.0,9.6825
bp_sys,166.6667,0.0,9.2801
bp_sys,166.9,0.0,8.8928
bp_sys,167.1333,0.0,8.5203
bp_sys,167.3667,0.0,8.162
bp_sys,167.6,0.0,7.8175
bp_sys,167.8333,0.0,7.4865
bp_sys,168.0667,0.0,7.1685
bp_sys,168.3,0.0,6.863
bp_sys,168.5333,0.0,6.5697
bp_sys,168.7667,0.0,6.2881
bp_sys,169.0,0.0,6.0178
bp_sys,169.2333,0.0,5.7585
bp_sys,169.4667,0.0,5.5097
bp_sys,169.7,0.0,5.2711
bp_sys,169.9333,0.0,5.0423
bp_sys,170.1667,0.0,4.823
bp_sys,170.4,0.0,4.6127
bp_sys,170.6333,0.0,4.4113
bp_sys,170.8667,0.0,4.2182
bp_sys,171.1,0.0,4.0333
bp_sys,171.3333,0.0,3.8561
bp_sys,171.5667,0.0,3.6865
bp_sys,171.8,0.0,3.5241
bp_sys,172.0333,0.0,3.3685
bp_sys,172.2667,0.0,3.2197
bp_sys,172.5,0.0,3.0772
bp_sys,172.7333,0.0,2.9408
bp_sys,172.9667,0.0,2.8103
bp_sys,173.2,0.0,2.6854
bp_sys,173.4333,0.0,2.566
bp_sys,173.6667,0.0,2.4517
bp_sys,173.9,0.0,2.3424
bp_sys,174.1333,0.0,2.2379
bp_sys,174.3667,0.0,2.138
bp_sys,174.6,0.0,2.0424
bp_sys,174.8333,0.0,1.951
bp_sys,175.0667,0.0,1.8636
bp_sys,175.3,0.0,1.7801
bp_sys,175.5333,0.0,1.7002
bp_sys,175.7667,0.0,1.6239
bp_sys,176.0,0.0,1.551
bp_sys,176.2333,0.0,1.4812
bp_sys,176.4667,0.0,1.4146
bp_sys,176.7,0.0,1.3509
bp_sys,176.9333,0.0,1.2901
bp_sys,177.1667,0.0,1.232
bp_sys,177.4,0.0,1.1764
bp_sys,177.6333,0.0,1.1234
bp_sys,177.8667,0.0,1.0727
bp_sys,178.1,0.0,1.0242
bp_sys,178.3333,0.0,0.978
bp_sys,178.5667,0.0,0.9338
bp_sys,178.8,0.0,0.8916
bp_sys,179.0333,0.0,0.8512
bp_sys,179.2667,0.0,0.8127
bp_sys,179.5,0.0,0.776
bp_sys,179.7333,0.0,0.7408
bp_sys,179.9667,0.0,0.7073
bp_sys,180.2,0.0,0.6752
bp_sys,180.4333,0.0,0.6446
bp_sys,180.6667,0.0,0.6154
bp_sys,180.9,0.0,0.5875
bp_sys,181.1333,0.0,0.5609
bp_sys,181.3667,0.0,0.5354
bp_sys,181.6,0.0,0.5111
bp_sys,181.8333,0.0,0.4879
bp_sys,182.0667,0.0,0.4658
bp_sys,182.3,0.0,0.4446
bp_sys,182.5333,0.0,0.4245
bp_sys,182.7667,0.0,0.4052
bp_sys,183.0,0.0,0.3868
bp_sys,183.2333,0.0,0.3692
bp_sys,183.4667,0.0,0.3524
bp_sys,183.7,0.0,0.3364
bp_sys,183.9333,0.0,0.3211
bp_sys,184.1667,0.0,0.3065
bp_sys,184.4,0.0,0.2926
bp_sys,184.6333,0.0,0.2793
bp_sys,184.8667,0.0,0.2666
bp_sys,185.1,0.0,0.2544
bp_sys,185.3333,0.0,0.2429
bp_sys,185.5667,0.0,0.2318
bp_sys,185.8,0.0,0.2213
bp_sys,186.0333,0.0,0.2112
bp_sys,186.2667,0.0,0.2016
bp_sys,186.5,0.0,0.1924
bp_sys,186.7333,0.0,0.1837
bp_sys,186.9667,0.0,0.1753
bp_sys,187.2,0.0,0.1673
bp_sys,187.4333,0.0,0.1597
bp_sys,187.6667,0.0,0.1524
bp_sys,187.9,0.0,0.1455
bp_sys,188.1333,0.0,0.1389
bp_sys,188.3667,0.0,0.1325
bp_sys,188.6,0.0,0.1265
bp_sys,188.8333,0.0,0.1207
bp_sys,189.0667,0.0,0.1152
bp_sys,189.3,0.0,0.11
bp_sys,189.5333,0.0,0.105
bp_sys,189.7667,0.0,0.1002
bp_sys,190.0,0.0,0.0956
bp_dia,30.0,0.0,0.013
bp_dia,30.175,0.0,0.0139
bp_dia,30.35,0.0,0.0149
bp_dia,30.525,0.0,0.016
bp_dia,30.7,0.0,0.0171
bp_dia,30.875,0.0,0.0184
bp_dia,31.05,0.0,0.0197
bp_dia,31.225,0.0,0.0211
bp_dia,31.4,0.0,0.0227
bp_dia,31.575,0.0,0.0243
bp_dia,31.75,0.0,0.0261
bp_dia,31.925,0.0,0.028
bp_dia,32.1,0.0,0.03
bp_dia,32.275,0.0,0.0322
bp_dia,32.45,0.0,0.0345
bp_dia,32.625,0.0,0.037
bp_dia,32.8,0.0,0.0397
bp_dia,32.975,0.0,0.0426
bp_dia,33.15,0.0,0.0457
bp_dia,33.325,0.0,0.049
bp_dia,33.5,0.0,0.0525
bp_dia,33.675,0.0,0.0563
bp_dia,33.85,0.0,0.0604
bp_dia,34.025,0.0,0.0648
bp_dia,34.2,0.0,0.0695
bp_dia,34.375,0.0,0.0745
bp_dia,34.55,0.0,0.0799
bp_dia,34.725,0.0,0.0857
bp_dia,34.9,0.0,0.0919
bp_dia,35.075,0.0,0.0986
bp_dia,35.25,0.0,0.1057
bp_dia,35.425,0.0,0.1133
bp_dia,35.6,0.0,0.1216
bp_dia,35.775,0.0,0.1304
bp_dia,35.95,0.0,0.1398
bp_dia,36.125,0.0,0.1499
bp_dia,36.3,0.0,0.1608
bp_dia,36.475,0.0,0.1724
bp_dia,36.65,0.0,0.1849
bp_dia,36.825,0.0,0.1983
bp_dia,37.0,0.0,0.2126
bp_dia,37.175,0.0,0.228
bp_dia,37.35,0.0,0.2445
bp_dia,37.525,0.0,0.2622
bp_dia,37.7,0.0,0.2811
bp_dia,37.875,0.0,0.3015
bp_dia,38.05,0.0,0.3233
bp_dia,38.225,0.0,0.3466
bp_dia,38.4,0.0,0.3717
bp_dia,38.575,0.0,0.3985
bp_dia,38.75,0.0,0.4273
bp_dia,38.925,0.0,0.4581
bp_dia,39.1,0.0,0.4912
bp_dia,39.275,0.0,0.5266
bp_dia,39.45,0.0,0.5646
bp_dia,39.625,0.0,0.6053
bp_dia,39.8,0.0,0.6489
bp_dia,39.975,0.0,0.6957
bp_dia,40.15,0.0,0.7457
bp_dia,40.325,0.0,0.7994
bp_dia,40.5,0.0,0.8569
bp_dia,40.675,0.0,0.9185
bp_dia,40.85,0.0,0.9845
bp_dia,41.025,0.0,1.0551
bp_dia,41.2,0.0,1.1308
bp_dia,41.375,0.0,1.2118
bp_dia,41.55,0.0,1.2986
bp_dia,41.725,0.0,1.3915
bp_dia,41.9,0.0,1.491
bp_dia,42.075,0.0,1.5975
bp_dia,42.25,0.0,1.7114
bp_dia,42.425,0.0,1.8333
bp_dia,42.6,0.0,1.9638
bp_dia,42.775,0.0,2.1033
bp_dia,42.95,0.0,2.2526
bp_dia,43.125,0.0,2.4121
bp_dia,43.3,0.0,2.5827
bp_dia,43.475,0.0,2.7651
bp_dia,43.65,0.0,2.9599
bp_dia,43.825,0.0,3.168
bp_dia,44.0,0.0,3.3903
bp_dia,44.175,0.0,3.6277
bp_dia,44.35,0.0,3.881
bp_dia,44.525,0.0,4.1513
bp_dia,44.7,0.0,4.4395
bp_dia,44.875,0.0,4.7469
bp_dia,45.05,0.0,5.0744
bp_dia,45.225,0.0,5.4234
bp_dia,45.4,0.0,5.7949
bp_dia,45.575,0.0,6.1903
bp_dia,45.75,0.0,6.6109
bp_dia,45.925,0.0,7.058
bp_dia,46.1,0.0,7.533
bp_dia,46.275,0.0,8.0374
bp_dia,46.45,0.0,8.5726
bp_dia,46.625,0.0,9.1401
bp_dia,46.8,0.0,9.7413
bp_dia,46.975,0.0,10.3778
bp_dia,47.15,0.0,11.051
bp_dia,47.325,0.0,11.7626
bp_dia,47.5,0.0,12.5138
bp_dia,47.675,0.0,13.3061
bp_dia,47.85,0.0,14.141
bp_dia,48.025,0.0,15.0196
bp_dia,48.2,0.0,15.9432
bp_dia,48.375,0.0,16.913
bp_dia,48.55,0.0,17.9299
bp_dia,48.725,0.0,18.9947
bp_dia,48.9,0.0,20.1082
bp_dia,49.075,0.0,21.2708
bp_dia,49.25,0.0,22.4828
bp_dia,49.425,0.0,23.7442
bp_dia,49.6,0.0,25.055
bp_dia,49.775,0.0,26.4146
bp_dia,49.95,0.0,27.8222
bp_dia,50.125,0.0,29.277
bp_dia,50.3,0.0,30.7774
bp_dia,50.475,0.0,32.3219
bp_dia,50.65,0.0,33.9086
bp_dia,50.825,0.0,35.535
bp_dia,51.0,0.0,37.1985
bp_dia,51.175,0.0,38.8964
bp_dia,51.35,0.0,40.6253
bp_dia,51.525,0.0,42.3817
bp_dia,51.7,0.0,44.162
bp_dia,51.875,0.0,45.9621
bp_dia,52.05,0.0,47.778
bp_dia,52.225,0.0,49.6053
bp_dia,52.4,0.0,51.4397
bp_dia,52.575,0.0,53.2766
bp_dia,52.75,0.0,55.1116
bp_dia,52.925,0.0,56.9402
bp_dia,53.1,0.0,58.758
bp_dia,53.275,0.0,60.5607
bp_dia,53.45,0.0,62.344
bp_dia,53.625,0.0,64.1041
bp_dia,53.8,0.0,65.8372
bp_dia,53.975,0.0,67.5396
bp_dia,54.15,0.0,69.2083
bp_dia,54.325,0.0,70.8402
bp_dia,54.5,0.0,72.4326
bp_dia,54.675,0.0,73.9833
bp_dia,54.85,0.0,75.4902
bp_dia,55.025,0.0,76.9515
bp_dia,55.2,0.0,78.366
bp_dia,55.375,0.0,79.7325
bp_dia,55.55,0.0,81.0502
bp_dia,55.725,0.0,82.3188
bp_dia,55.9,0.0,83.5378
bp_dia,56.075,0.0,84.7075
bp_dia,56.25,0.0,85.8279
bp_dia,56.425,0.0001,86.8997
bp_dia,56.6,0.0001,87.9233
bp_dia,56.775,0.0002,88.8998
bp_dia,56.95,0.0005,89.83
bp_dia,57.125,0.001,90.7149
bp_dia,57.3,0.002,91.556
bp_dia,57.475,0.0041,92.3543
bp_dia,57.65,0.0083,93.1113
bp_dia,57.825,0.0167,93.8284
bp_dia,58.0,0.0335,94.507
bp_dia,58.175,0.0675,95.1487
bp_dia,58.35,0.1359,95.7549
bp_dia,58.525,0.2732,96.3271
bp_dia,58.7,0.5486,96.8668
bp_dia,58.875,1.0987,97.3755
bp_dia,59.05,2.1881,97.8546
bp_dia,59.225,4.3107,98.3056
bp_dia,59.4,8.3173,98.7299
bp_dia,59.575,15.4465,99.1288
bp_dia,59.75,26.8941,99.5037
bp_dia,59.925,42.5557,99.8558
bp_dia,60.1,100.0,100.0
bp_dia,60.275,100.0,100.0
bp_dia,60.45,100.0,100.0
bp_dia,60.625,100.0,100.0
bp_dia,60.8,100.0,100.0
bp_dia,60.975,100.0,100.0
bp_dia,61.15,100.0,100.0
bp_dia,61.325,100.0,100.0
bp_dia,61.5,100.0,100.0
bp_dia,61.675,100.0,100.0
bp_dia,61.85,100.0,100.0
bp_dia,62.025,100.0,100.0
bp_dia,62.2,100.0,100.0
bp_dia,62.375,100.0,100.0
bp_dia,62.55,100.0,100.0
bp_dia,62.725,100.0,100.0
bp_dia,62.9,100.0,100.0
bp_dia,63.075,100.0,100.0
bp_dia,63.25,100.0,100.0
bp_dia,63.425,100.0,100.0
bp_dia,63.6,100.0,100.0
bp_dia,63.775,100.0,100.0
bp_dia,63.95,100.0,100.0
bp_dia,64.125,100.0,100.0
bp_dia,64.3,100.0,100.0
bp_dia,64.475,100.0,100.0
bp_dia,64.65,100.0,100.0
bp_dia,64.825,100.0,100.0
bp_dia,65.0,100.0,100.0
bp_dia,65.175,100.0,100.0
bp_dia,65.35,100.0,100.0
bp_dia,65.525,100.0,100.0
bp_dia,65.7,100.0,100.0
bp_dia,65.875,100.0,100.0
bp_dia,66.05,100.0,100.0
bp_dia,66.225,100.0,100.0
bp_dia,66.4,100.0,100.0
bp_dia,66.575,100.0,100.0
bp_dia,66.75,100.0,100.0
bp_dia,66.925,100.0,100.0
bp_dia,67.1,100.0,100.0
bp_dia,67.275,100.0,100.0
bp_dia,67.45,100.0,100.0
bp_dia,67.625,100.0,100.0
bp_dia,67.8,100.0,100.0
bp_dia,67.975,100.0,100.0
bp_dia,68.15,100.0,100.0
bp_dia,68.325,100.0,100.0
bp_dia,68.5,100.0,100.0
bp_dia,68.675,100.0,100.0
bp_dia,68.85,100.0,100.0
bp_dia,69.025,100.0,100.0
bp_dia,69.2,100.0,100.0
bp_dia,69.375,100.0,100.0
bp_dia,69.55,100.0,100.0
bp_dia,69.725,100.0,100.0
bp_dia,69.9,100.0,100.0
bp_dia,70.075,100.0,100.0
bp_dia,70.25,100.0,100.0
bp_dia,70.425,100.0,100.0
bp_dia,70.6,100.0,100.0
bp_dia,70.775,100.0,100.0
bp_dia,70.95,100.0,100.0
bp_dia,71.125,100.0,100.0
bp_dia,71.3,100.0,100.0
bp_dia,71.475,100.0,100.0
bp_dia,71.65,100.0,100.0
bp_dia,71.825,100.0,100.0
bp_dia,72.0,100.0,100.0
bp_dia,72.175,100.0,100.0
bp_dia,72.35,100.0,100.0
bp_dia,72.525,100.0,100.0
bp_dia,72.7,100.0,100.0
bp_dia,72.875,100.0,100.0
bp_dia,73.05,100.0,100.0
bp_dia,73.225,100.0,100.0
bp_dia,73.4,100.0,100.0
bp_dia,73.575,100.0,100.0
bp_dia,73.75,100.0,100.0
bp_dia,73.925,100.0,100.0
bp_dia,74.1,100.0,100.0
bp_dia,74.275,100.0,100.0
bp_dia,74.45,100.0,100.0
bp_dia,74.625,100.0,100.0
bp_dia,74.8,100.0,100.0
bp_dia,74.975,100.0,100.0
bp_dia,75.15,100.0,100.0
bp_dia,75.325,100.0,100.0
bp_dia,75.5,100.0,100.0
bp_dia,75.675,100.0,100.0
bp_dia,75.85,100.0,100.0
bp_dia,76.025,100.0,100.0
bp_dia,76.2,100.0,100.0
bp_dia,76.375,100.0,100.0
bp_dia,76.55,100.0,100.0
bp_dia,76.725,100.0,100.0
bp_dia,76.9,100.0,100.0
bp_dia,77.075,100.0,100.0
bp_dia,77.25,100.0,100.0
bp_dia,77.425,100.0,100.0
bp_dia,77.6,100.0,100.0
bp_dia,77.775,100.0,100.0
bp_dia,77.95,100.0,100.0
bp_dia,78.125,100.0,100.0
bp_dia,78.3,100.0,100.0
bp_dia,78.475,100.0,100.0
bp_dia,78.65,100.0,100.0
bp_dia,78.825,100.0,100.0
bp_dia,79.0,100.0,100.0
bp_dia,79.175,100.0,100.0
bp_dia,79.35,100.0,100.0
bp_dia,79.525,100.0,100.0
bp_dia,79.7,100.0,100.0
bp_dia,79.875,100.0,100.0
bp_dia,80.05,100.0,100.0
bp_dia,80.225,100.0,100.0
bp_dia,80.4,100.0,100.0
bp_dia,80.575,100.0,100.0
bp_dia,80.75,100.0,100.0
bp_dia,80.925,100.0,100.0
bp_dia,81.1,100.0,100.0
bp_dia,81.275,100.0,100.0
bp_dia,81.45,100.0,100.0
bp_dia,81.625,100.0,100.0
bp_dia,81.8,100.0,100.0
bp_dia,81.975,100.0,100.0
bp_dia,82.15,100.0,100.0
bp_dia,82.325,100.0,100.0
bp_dia,82.5,100.0,100.0
bp_dia,82.675,100.0,100.0
bp_dia,82.85,100.0,100.0
bp_dia,83.025,100.0,100.0
bp_dia,83.2,100.0,100.0
bp_dia,83.375,100.0,100.0
bp_dia,83.55,100.0,100.0
bp_dia,83.725,100.0,100.0
bp_dia,83.9,100.0,100.0
bp_dia,84.075,100.0,100.0
bp_dia,84.25,100.0,100.0
bp_dia,84.425,100.0,100.0
bp_dia,84.6,100.0,100.0
bp_dia,84.775,100.0,100.0
bp_dia,84.95,100.0,100.0
bp_dia,85.125,100.0,100.0
bp_dia,85.3,100.0,100.0
bp_dia,85.475,100.0,100.0
bp_dia,85.65,100.0,100.0
bp_dia,85.825,100.0,100.0
bp_dia,86.0,100.0,100.0
bp_dia,86.175,100.0,100.0
bp_dia,86.35,100.0,100.0
bp_dia,86.525,100.0,100.0
bp_dia,86.7,100.0,100.0
bp_dia,86.875,100.0,100.0
bp_dia,87.05,100.0,100.0
bp_dia,87.225,100.0,100.0
bp_dia,87.4,100.0,100.0
bp_dia,87.575,100.0,100.0
bp_dia,87.75,100.0,100.0
bp_dia,87.925,100.0,100.0
bp_dia,88.1,100.0,100.0
bp_dia,88.275,100.0,100.0
bp_dia,88.45,100.0,100.0
bp_dia,88.625,100.0,100.0
bp_dia,88.8,100.0,100.0
bp_dia,88.975,100.0,100.0
bp_dia,89.15,100.0,100.0
bp_dia,89.325,100.0,100.0
bp_dia,89.5,100.0,100.0
bp_dia,89.675,100.0,100.0
bp_dia,89.85,100.0,100.0
bp_dia,90.025,47.5021,99.9762
bp_dia,90.2,31.0026,99.8068
bp_dia,90.375,18.2426,99.632
bp_dia,90.55,9.975,99.4516
bp_dia,90.725,5.2154,99.2654
bp_dia,90.9,2.6597,99.0733
bp_dia,91.075,1.3387,98.8752
bp_dia,91.25,0.6693,98.6709
bp_dia,91.425,0.3335,98.4602
bp_dia,91.6,0.1659,98.2429
bp_dia,91.775,0.0824,98.0188
bp_dia,91.95,0.041,97.7879
bp_dia,92.125,0.0203,97.5499
bp_dia,92.3,0.0101,97.3046
bp_dia,92.475,0.005,97.0519
bp_dia,92.65,0.0025,96.7916
bp_dia,92.825,0.0012,96.5235
bp_dia,93.0,0.0006,96.2473
bp_dia,93.175,0.0003,95.963
bp_dia,93.35,0.0002,95.6704
bp_dia,93.525,0.0001,95.3692
bp_dia,93.7,0.0,95.0592
bp_dia,93.875,0.0,94.7404
bp_dia,94.05,0.0,94.4124
bp_dia,94.225,0.0,94.0751
bp_dia,94.4,0.0,93.7283
bp_dia,94.575,0.0,93.3719
bp_dia,94.75,0.0,93.0056
bp_dia,94.925,0.0,92.6293
bp_dia,95.1,0.0,92.2428
bp_dia,95.275,0.0,91.8459
bp_dia,95.45,0.0,91.4385
bp_dia,95.625,0.0,91.0203
bp_dia,95.8,0.0,90.5912
bp_dia,95.975,0.0,90.1511
bp_dia,96.15,0.0,89.6999
bp_dia,96.325,0.0,89.2372
bp_dia,96.5,0.0,88.7631
bp_dia,96.675,0.0,88.2774
bp_dia,96.85,0.0,87.78
bp_dia,97.025,0.0,87.2707
bp_dia,97.2,0.0,86.7495
bp_dia,97.375,0.0,86.2162
bp_dia,97.55,0.0,85.6708
bp_dia,97.725,0.0,85.1132
bp_dia,97.9,0.0,84.5434
bp_dia,98.075,0.0,83.9612
bp_dia,98.25,0.0,83.3667
bp_dia,98.425,0.0,82.7598
bp_dia,98.6,0.0,82.1406
bp_dia,98.775,0.0,81.5089
bp_dia,98.95,0.0,80.865
bp_dia,99.125,0.0,80.2087
bp_dia,99.3,0.0,79.5402
bp_dia,99.475,0.0,78.8596
bp_dia,99.65,0.0,78.1668
bp_dia,99.825,0.0,77.4621
bp_dia,100.0,0.0,76.7456
bp_dia,100.175,0.0,76.0174
bp_dia,100.35,0.0,75.2776
bp_dia,100.525,0.0,74.5266
bp_dia,100.7,0.0,73.7644
bp_dia,100.875,0.0,72.9913
bp_dia,101.05,0.0,72.2076
bp_dia,101.225,0.0,71.4136
bp_dia,101.4,0.0,70.6094
bp_dia,101.575,0.0,69.7955
bp_dia,101.75,0.0,68.9721
bp_dia,101.925,0.0,68.1396
bp_dia,102.1,0.0,67.2984
bp_dia,102.275,0.0,66.4489
bp_dia,102.45,0.0,65.5914
bp_dia,102.625,0.0,64.7264
bp_dia,102.8,0.0,63.8542
bp_dia,102.975,0.0,62.9755
bp_dia,103.15,0.0,62.0906
bp_dia,103.325,0.0,61.2
bp_dia,103.5,0.0,60.3042
bp_dia,103.675,0.0,59.4038
bp_dia,103.85,0.0,58.4992
bp_dia,104.025,0.0,57.5909
bp_dia,104.2,0.0,56.6796
bp_dia,104.375,0.0,55.7657
bp_dia,104.55,0.0,54.8498
bp_dia,104.725,0.0,53.9324
bp_dia,104.9,0.0,53.0142
bp_dia,105.075,0.0,52.0957
bp_dia,105.25,0.0,51.1774
bp_dia,105.425,0.0,50.2599
bp_dia,105.6,0.0,49.3438
bp_dia,105.775,0.0,48.4296
bp_dia,105.95,0.0,47.5178
bp_dia,106.125,0.0,46.6091
bp_dia,106.3,0.0,45.7039
bp_dia,106.475,0.0,44.8028
bp_dia,106.65,0.0,43.9064
bp_dia,106.825,0.0,43.015
bp_dia,107.0,0.0,42.1293
bp_dia,107.175,0.0,41.2496
bp_dia,107.35,0.0,40.3765
bp_dia,107.525,0.0,39.5105
bp_dia,107.7,0.0,38.6519
bp_dia,107.875,0.0,37.8011
bp_dia,108.05,0.0,36.9587
bp_dia,108.225,0.0,36.125
bp_dia,108.4,0.0,35.3003
bp_dia,108.575,0.0,34.485
bp_dia,108.75,0.0,33.6794
bp_dia,108.925,0.0,32.8839
bp_dia,109.1,0.0,32.0987
bp_dia,109.275,0.0,31.3241
bp_dia,109.45,0.0,30.5603
bp_dia,109.625,0.0,29.8077
bp_dia,109.8,0.0,29.0663
bp_dia,109.975,0.0,28.3364
bp_dia,110.15,0.0,27.6182
bp_dia,110.325,0.0,26.9118
bp_dia,110.5,0.0,26.2174
bp_dia,110.675,0.0,25.535
bp_dia,110.85,0.0,24.8647
bp_dia,111.025,0.0,24.2067
bp_dia,111.2,0.0,23.561
bp_dia,111.375,0.0,22.9276
bp_dia,111.55,0.0,22.3066
bp_dia,111.725,0.0,21.6979
bp_dia,111.9,0.0,21.1017
bp_dia,112.075,0.0,20.5177
bp_dia,112.25,0.0,19.9461
bp_dia,112.425,0.0,19.3868
bp_dia,112.6,0.0,18.8396
bp_dia,112.775,0.0,18.3046
bp_dia,112.95,0.0,17.7817
bp_dia,113.125,0.0,17.2707
bp_dia,113.3,0.0,16.7716
bp_dia,113.475,0.0,16.2842
bp_dia,113.65,0.0,15.8085
bp_dia,113.825,0.0,15.3442
bp_dia,114.0,0.0,14.8913
bp_dia,114.175,0.0,14.4497
bp_dia,114.35,0.0,14.019
bp_dia,114.525,0.0,13.5993
bp_dia,114.7,0.0,13.1903
bp_dia,114.875,0.0,12.792
bp_dia,115.05,0.0,12.404
bp_dia,115.225,0.0,12.0262
bp_dia,115.4,0.0,11.6585
bp_dia,115.575,0.0,11.3007
bp_dia,115.75,0.0,10.9526
bp_dia,115.925,0.0,10.6139
bp_dia,116.1,0.0,10.2846
bp_dia,116.275,0.0,9.9645
bp_dia,116.45,0.0,9.6533
bp_dia,116.625,0.0,9.3508
bp_dia,116.8,0.0,9.057
bp_dia,116.975,0.0,8.7715
bp_dia,117.15,0.0,8.4942
bp_dia,117.325,0.0,8.2249
bp_dia,117.5,0.0,7.9635
bp_dia,117.675,0.0,7.7097
bp_dia,117.85,0.0,7.4634
bp_dia,118.025,0.0,7.2244
bp_dia,118.2,0.0,6.9924
bp_dia,118.375,0.0,6.7674
bp_dia,118.55,0.0,6.5492
